#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Nop56	Surf6	3230765	3230594	7227.FBpp0083625	7227.FBpp0083263	0	0	0	0	0.878	0.053	0	0	0.880
nclb	Aatf	3232663	3228359	7227.FBpp0087323	7227.FBpp0078929	0	0	0	0	0.880	0	0	0	0.880
CG12909	Csl4	3232700	3228793	7227.FBpp0087437	7227.FBpp0079813	0	0	0	0	0.879	0	0	0	0.879
Dbp45A	l(2)09851	3232790	3231685	7227.FBpp0087645	7227.FBpp0085379	0	0.002	0	0	0.862	0.135	0	0.066	0.879
CG9253	CG2691	3229393	3225701	7227.FBpp0080997	7227.FBpp0073679	0	0	0	0	0.876	0.062	0	0.046	0.879
nclb	CG11417	3232663	3223926	7227.FBpp0087323	7227.FBpp0070205	0	0	0	0	0.879	0	0	0	0.879
l(1)G0004	CG32344	3227373	3225102	7227.FBpp0076990	7227.FBpp0072475	0	0	0	0	0.860	0.162	0	0.046	0.878
pit	CG1785	3230741	3224439	7227.FBpp0083572	7227.FBpp0071193	0	0	0	0	0.859	0.052	0	0.164	0.878
Dbp45A	pit	3232790	3230741	7227.FBpp0087645	7227.FBpp0083572	0	0	0.447	0.739	0.822	0	0	0.879	0.878
NHP2	CG13097	3237470	3228527	7227.FBpp0305289	7227.FBpp0079305	0	0	0	0	0.587	0.387	0.540	0.071	0.877
RIOK2	pen	3231069	3227340	7227.FBpp0084191	7227.FBpp0076918	0	0	0	0	0.876	0	0	0	0.876
CG12499	pen	3230802	3227340	7227.FBpp0083688	7227.FBpp0076918	0	0	0	0	0.868	0.100	0	0	0.876
CG12909	Aatf	3232700	3228359	7227.FBpp0087437	7227.FBpp0078929	0	0	0	0	0.875	0	0	0.048	0.876
CG13773	CG7338	3228394	3227894	7227.FBpp0079000	7227.FBpp0077998	0	0	0	0	0.876	0	0	0	0.876
CG12909	Surf6	3232700	3230594	7227.FBpp0087437	7227.FBpp0083263	0	0	0	0	0.875	0	0	0	0.875
CG5033	mod	3233132	3231626	7227.FBpp0088519	7227.FBpp0085233	0	0	0	0	0.875	0	0	0	0.875
pen	Rtc1	3227340	3225685	7227.FBpp0076918	7227.FBpp0073651	0	0	0	0	0.875	0	0	0	0.875
l(2)09851	Aatf	3231685	3228359	7227.FBpp0085379	7227.FBpp0078929	0	0	0	0	0.875	0	0	0	0.875
Nmd3	CG11417	3224020	3223926	7227.FBpp0070409	7227.FBpp0070205	0	0	0	0	0.874	0	0	0	0.874
Nnp-1	Nmd3	3228921	3224020	7227.FBpp0080052	7227.FBpp0070409	0	0	0	0	0.874	0	0	0	0.874
CG9799	CG11417	3230047	3223926	7227.FBpp0082231	7227.FBpp0070205	0	0	0	0	0.874	0	0	0	0.874
ppan	l(1)G0004	3230664	3227373	7227.FBpp0083415	7227.FBpp0076990	0	0	0	0	0.873	0	0	0	0.873
CG8545	CG13773	3232509	3228394	7227.FBpp0087045	7227.FBpp0079000	0	0	0	0	0.873	0	0	0	0.873
NHP2	CG12975	3237470	3227880	7227.FBpp0305289	7227.FBpp0077965	0	0	0	0	0.868	0.066	0	0	0.872
Surf6	Aatf	3230594	3228359	7227.FBpp0083263	7227.FBpp0078929	0	0	0	0	0.872	0	0	0	0.872
nclb	CG13773	3232663	3228394	7227.FBpp0087323	7227.FBpp0079000	0	0	0	0	0.863	0	0	0.095	0.871
mod	CG13096	3231626	3228528	7227.FBpp0085233	7227.FBpp0079306	0	0	0	0	0.871	0	0	0	0.871
CG12050	Nmd3	3234323	3224020	7227.FBpp0113107	7227.FBpp0070409	0	0	0	0	0.871	0	0	0	0.871
CG12909	RIOK2	3232700	3231069	7227.FBpp0087437	7227.FBpp0084191	0	0	0	0	0.870	0	0	0	0.870
Mys45A	RIOK2	3232816	3231069	7227.FBpp0087709	7227.FBpp0084191	0	0	0	0	0.870	0	0	0	0.870
NHP2	nclb	3237470	3232663	7227.FBpp0305289	7227.FBpp0087323	0	0	0	0	0.865	0.050	0	0.066	0.870
CG12050	CG13773	3234323	3228394	7227.FBpp0113107	7227.FBpp0079000	0	0	0	0	0.870	0	0	0	0.870
Nnp-1	CG13773	3228921	3228394	7227.FBpp0080052	7227.FBpp0079000	0	0	0	0	0.870	0	0	0	0.870
CG5728	Surf6	3230983	3230594	7227.FBpp0084016	7227.FBpp0083263	0	0	0	0	0.820	0	0	0.303	0.869
CG11180	l(1)G0004	3231781	3227373	7227.FBpp0085566	7227.FBpp0076990	0	0	0	0	0.865	0	0	0.065	0.869
CG13773	CG10576	3228394	3227292	7227.FBpp0079000	7227.FBpp0076827	0	0	0	0	0.868	0	0	0	0.868
CG13773	CG12301	3228394	3226533	7227.FBpp0079000	7227.FBpp0075317	0	0	0	0	0.867	0	0	0.045	0.868
CG12499	CG1234	3230802	3229452	7227.FBpp0083688	7227.FBpp0081117	0	0	0	0	0.868	0	0	0	0.868
CG9143	CG13773	3231810	3228394	7227.FBpp0085616	7227.FBpp0079000	0	0	0	0	0.867	0.049	0	0	0.868
eRF1	CG10576	3237123	3227292	7227.FBpp0304202	7227.FBpp0076827	0	0	0	0	0.860	0	0	0.094	0.868
CG5033	CG12909	3233132	3232700	7227.FBpp0088519	7227.FBpp0087437	0	0	0	0	0.868	0	0	0	0.868
ppan	Aatf	3230664	3228359	7227.FBpp0083415	7227.FBpp0078929	0	0	0	0	0.868	0	0	0	0.868
Fib	Nmd3	3224793	3224020	7227.FBpp0071892	7227.FBpp0070409	0	0	0	0	0.818	0	0	0.305	0.868
CG12909	l(1)G0004	3232700	3227373	7227.FBpp0087437	7227.FBpp0076990	0	0	0	0	0.867	0	0	0	0.867
CG11180	nop5	3231781	3228392	7227.FBpp0085566	7227.FBpp0078997	0	0	0	0	0.591	0.613	0	0.230	0.867
RIOK2	ppan	3231069	3230664	7227.FBpp0084191	7227.FBpp0083415	0	0	0	0	0.859	0	0	0.095	0.867
pit	CG13773	3230741	3228394	7227.FBpp0083572	7227.FBpp0079000	0	0	0	0	0.866	0.049	0	0	0.867
NHP2	CG11417	3237470	3223926	7227.FBpp0305289	7227.FBpp0070205	0	0	0	0	0.866	0.050	0	0	0.867
Rtc1	CG1785	3225685	3224439	7227.FBpp0073651	7227.FBpp0071193	0	0	0	0	0.762	0	0	0.458	0.865
RIOK2	CG7006	3231069	3231013	7227.FBpp0084191	7227.FBpp0084082	0	0	0	0	0.865	0	0	0	0.865
CG9143	RIOK2	3231810	3231069	7227.FBpp0085616	7227.FBpp0084191	0	0	0	0	0.859	0.049	0	0.071	0.865
CG12499	CG5589	3230802	3226341	7227.FBpp0083688	7227.FBpp0074936	0	0	0	0	0.858	0	0	0.092	0.865
CG7006	CG7728	3231013	3226390	7227.FBpp0084082	7227.FBpp0075034	0	0	0	0	0.864	0	0	0	0.864
Dbp45A	CG13773	3232790	3228394	7227.FBpp0087645	7227.FBpp0079000	0	0	0	0	0.862	0.049	0	0	0.863
CG12050	CG11417	3234323	3223926	7227.FBpp0113107	7227.FBpp0070205	0	0	0	0	0.862	0.051	0	0	0.863
CG11583	CG11417	3225400	3223926	7227.FBpp0073098	7227.FBpp0070205	0	0	0	0	0.860	0	0	0	0.860
CG10576	CG12301	3227292	3226533	7227.FBpp0076827	7227.FBpp0075317	0	0	0	0	0.860	0	0	0	0.860
RIOK2	CG13096	3231069	3228528	7227.FBpp0084191	7227.FBpp0079306	0	0	0	0	0.859	0	0	0	0.859
RIOK2	CG11417	3231069	3223926	7227.FBpp0084191	7227.FBpp0070205	0	0	0	0	0.859	0	0	0	0.859
CG12050	Nop60B	3234323	3233535	7227.FBpp0113107	7227.FBpp0099583	0	0	0	0	0.646	0	0	0.616	0.858
CG7006	Aatf	3231013	3228359	7227.FBpp0084082	7227.FBpp0078929	0	0	0	0	0.858	0	0	0	0.858
Dbp45A	CG10576	3232790	3227292	7227.FBpp0087645	7227.FBpp0076827	0.053	0	0	0	0.852	0.067	0	0	0.857
pit	CG4554	3230741	3224719	7227.FBpp0083572	7227.FBpp0071744	0	0	0	0	0.574	0.583	0	0.264	0.857
CG12499	CG7338	3230802	3227894	7227.FBpp0083688	7227.FBpp0077998	0	0	0	0	0.845	0	0	0.118	0.857
nclb	Fib	3232663	3224793	7227.FBpp0087323	7227.FBpp0071892	0	0	0	0	0.830	0.154	0	0.077	0.856
NHP2	Nmd3	3237470	3224020	7227.FBpp0305289	7227.FBpp0070409	0	0	0	0	0.798	0.271	0	0.100	0.856
CG2691	Fib	3225701	3224793	7227.FBpp0073679	7227.FBpp0071892	0	0	0	0	0.820	0.047	0	0.227	0.856
CG9253	CG13773	3229393	3228394	7227.FBpp0080997	7227.FBpp0079000	0	0	0	0	0.854	0.049	0	0	0.855
NHP2	CG10576	3237470	3227292	7227.FBpp0305289	7227.FBpp0076827	0.098	0	0	0	0.821	0.154	0	0.066	0.855
CG10576	CG5589	3227292	3226341	7227.FBpp0076827	7227.FBpp0074936	0	0	0	0	0.854	0	0	0.047	0.855
Nopp140	CG10576	3237391	3227292	7227.FBpp0305034	7227.FBpp0076827	0	0	0	0	0.854	0	0	0	0.854
CG10576	CG32344	3227292	3225102	7227.FBpp0076827	7227.FBpp0072475	0.053	0	0	0	0.746	0.068	0	0.417	0.851
eRF1	RpI1	3237123	3232310	7227.FBpp0304202	7227.FBpp0086640	0	0	0	0	0.851	0	0	0	0.851
bor	CG12325	3236158	3232662	7227.FBpp0297140	7227.FBpp0087322	0	0	0	0	0.850	0	0	0	0.850
CG11180	CG13773	3231781	3228394	7227.FBpp0085566	7227.FBpp0079000	0	0	0	0	0.848	0	0	0	0.848
mod	pit	3231626	3230741	7227.FBpp0085233	7227.FBpp0083572	0	0	0	0	0.715	0	0	0.488	0.847
CG8545	Rtc1	3232509	3225685	7227.FBpp0087045	7227.FBpp0073651	0.114	0	0	0	0.527	0.047	0	0.660	0.846
CG7006	Csl4	3231013	3228793	7227.FBpp0084082	7227.FBpp0079813	0	0	0	0	0.834	0	0	0.113	0.846
RpI1	CG10576	3232310	3227292	7227.FBpp0086640	7227.FBpp0076827	0.119	0	0	0	0.807	0	0	0.165	0.846
CG5033	Rtc1	3233132	3225685	7227.FBpp0088519	7227.FBpp0073651	0	0	0	0	0.728	0	0	0.457	0.846
RIOK2	Aatf	3231069	3228359	7227.FBpp0084191	7227.FBpp0078929	0	0	0	0	0.840	0.069	0	0	0.845
CG9143	CG4554	3231810	3224719	7227.FBpp0085616	7227.FBpp0071744	0	0	0	0	0.828	0.128	0	0.045	0.844
Nnp-1	Fib	3228921	3224793	7227.FBpp0080052	7227.FBpp0071892	0	0	0	0	0.735	0.049	0	0.429	0.843
CG12050	CG32344	3234323	3225102	7227.FBpp0113107	7227.FBpp0072475	0	0	0	0	0.843	0.046	0	0	0.843
CG8545	Surf6	3232509	3230594	7227.FBpp0087045	7227.FBpp0083263	0	0	0	0	0.825	0.048	0	0.127	0.842
Surf6	CG32344	3230594	3225102	7227.FBpp0083263	7227.FBpp0072475	0	0	0	0	0.791	0.135	0	0.188	0.840
CG11180	Aatf	3231781	3228359	7227.FBpp0085566	7227.FBpp0078929	0	0	0	0	0.839	0.050	0	0	0.840
CG8545	CG4554	3232509	3224719	7227.FBpp0087045	7227.FBpp0071744	0	0	0	0	0.837	0	0	0.051	0.839
NHP2	ppan	3237470	3230664	7227.FBpp0305289	7227.FBpp0083415	0	0	0	0	0.808	0.193	0	0	0.838
CG30349	CG11180	3232826	3231781	7227.FBpp0087731	7227.FBpp0085566	0	0	0	0	0.838	0	0	0	0.838
RpI1	CG11583	3232310	3225400	7227.FBpp0086640	7227.FBpp0073098	0	0	0	0	0.836	0	0	0	0.836
CG8545	srl	3232509	3228180	7227.FBpp0087045	7227.FBpp0078586	0	0	0	0	0.836	0	0	0	0.836
CG12499	nop5	3230802	3228392	7227.FBpp0083688	7227.FBpp0078997	0	0	0	0	0.679	0.335	0	0.286	0.834
CG10576	CG1785	3227292	3224439	7227.FBpp0076827	7227.FBpp0071193	0	0	0	0	0.239	0.701	0	0.325	0.833
Nopp140	Mys45A	3237391	3232816	7227.FBpp0305034	7227.FBpp0087709	0	0	0	0	0.823	0.051	0	0.090	0.833
Dbp45A	Nnp-1	3232790	3228921	7227.FBpp0087645	7227.FBpp0080052	0	0	0	0	0.808	0.140	0	0.069	0.833
CG12909	CG9253	3232700	3229393	7227.FBpp0087437	7227.FBpp0080997	0	0	0	0	0.832	0	0	0	0.832
Nop56	CG10286	3230765	3229506	7227.FBpp0083625	7227.FBpp0081214	0	0	0	0	0.831	0	0	0	0.831
CG11583	CG1785	3225400	3224439	7227.FBpp0073098	7227.FBpp0071193	0	0	0	0	0.759	0.107	0	0.270	0.829
pit	Surf6	3230741	3230594	7227.FBpp0083572	7227.FBpp0083263	0	0	0	0	0.715	0.421	0	0.050	0.829
Nopp140	CG1234	3237391	3229452	7227.FBpp0305034	7227.FBpp0081117	0	0	0	0	0.827	0	0	0	0.827
CG1234	CG1785	3229452	3224439	7227.FBpp0081117	7227.FBpp0071193	0	0	0	0	0.815	0.070	0	0.079	0.827
mod	kra	3231626	3228099	7227.FBpp0085233	7227.FBpp0078393	0	0	0	0	0.826	0	0	0	0.826
CG8545	CG12975	3232509	3227880	7227.FBpp0087045	7227.FBpp0077965	0	0	0	0	0.144	0.100	0	0.792	0.825
CG12909	pit	3232700	3230741	7227.FBpp0087437	7227.FBpp0083572	0	0	0	0	0.825	0	0	0	0.825
CG1234	CG10576	3229452	3227292	7227.FBpp0081117	7227.FBpp0076827	0	0	0	0	0.748	0.071	0	0.313	0.825
Nop60B	CG12909	3233535	3232700	7227.FBpp0099583	7227.FBpp0087437	0	0	0	0	0.812	0.049	0	0.097	0.824
NHP2	CG32344	3237470	3225102	7227.FBpp0305289	7227.FBpp0072475	0	0	0	0	0.784	0.201	0	0.062	0.824
Nopp140	CG11180	3237391	3231781	7227.FBpp0305034	7227.FBpp0085566	0	0	0	0	0.539	0.613	0	0.095	0.824
RpI1	CG9253	3232310	3229393	7227.FBpp0086640	7227.FBpp0080997	0.042	0	0	0	0.794	0.150	0	0.069	0.823
CG12909	CG12325	3232700	3232662	7227.FBpp0087437	7227.FBpp0087322	0	0	0	0	0.821	0	0	0	0.821
CG12909	CG5728	3232700	3230983	7227.FBpp0087437	7227.FBpp0084016	0	0	0	0	0.821	0	0	0	0.821
RpI1	Nnp-1	3232310	3228921	7227.FBpp0086640	7227.FBpp0080052	0	0	0	0	0.820	0	0	0.048	0.821
CG9143	CG11180	3231810	3231781	7227.FBpp0085616	7227.FBpp0085566	0	0	0	0	0.801	0.128	0	0.046	0.820
NHP2	CG1785	3237470	3224439	7227.FBpp0305289	7227.FBpp0071193	0	0	0	0	0.584	0.312	0	0.416	0.818
CG30349	Surf6	3232826	3230594	7227.FBpp0087731	7227.FBpp0083263	0	0	0	0	0.817	0	0	0	0.817
CG12499	pit	3230802	3230741	7227.FBpp0083688	7227.FBpp0083572	0	0	0	0	0.783	0.115	0	0.114	0.815
Nnp-1	CG13097	3228921	3228527	7227.FBpp0080052	7227.FBpp0079305	0	0	0	0	0.813	0.050	0	0	0.814
Mys45A	CG4554	3232816	3224719	7227.FBpp0087709	7227.FBpp0071744	0	0	0	0	0.813	0	0	0	0.813
CG12050	CG1785	3234323	3224439	7227.FBpp0113107	7227.FBpp0071193	0	0	0	0	0.785	0	0	0.163	0.813
pen	CG4554	3227340	3224719	7227.FBpp0076918	7227.FBpp0071744	0	0	0	0	0.812	0	0	0	0.812
CG10565	CG11417	3236070	3223926	7227.FBpp0293954	7227.FBpp0070205	0	0	0	0	0.812	0	0	0	0.812
CG8939	Rtc1	3225845	3225685	7227.FBpp0073943	7227.FBpp0073651	0	0	0	0	0.799	0	0	0.097	0.811
Fib	CG1785	3224793	3224439	7227.FBpp0071892	7227.FBpp0071193	0	0	0	0	0.468	0.047	0	0.652	0.808
CG13096	CG4554	3228528	3224719	7227.FBpp0079306	7227.FBpp0071744	0	0	0	0	0.315	0	0	0.732	0.808
Aatf	CG10576	3228359	3227292	7227.FBpp0078929	7227.FBpp0076827	0	0	0	0	0.807	0	0	0	0.807
Nop60B	CG10576	3233535	3227292	7227.FBpp0099583	7227.FBpp0076827	0.046	0	0	0	0.801	0.048	0	0.052	0.805
mod	CG8939	3231626	3225845	7227.FBpp0085233	7227.FBpp0073943	0	0	0	0	0.803	0	0	0	0.803
CG5114	CG8939	3236629	3225845	7227.FBpp0301081	7227.FBpp0073943	0	0	0	0	0.541	0.145	0.540	0	0.803
CG11180	CG13097	3231781	3228527	7227.FBpp0085566	7227.FBpp0079305	0	0	0	0	0.802	0	0	0	0.802
l(2)09851	CG12499	3231685	3230802	7227.FBpp0085379	7227.FBpp0083688	0	0	0	0	0.777	0	0	0.143	0.801
CG12499	Nop56	3230802	3230765	7227.FBpp0083688	7227.FBpp0083625	0	0	0	0	0.759	0.174	0	0.071	0.799
CG10576	CG7728	3227292	3226390	7227.FBpp0076827	7227.FBpp0075034	0	0	0	0	0.790	0.047	0	0.077	0.799
Nopp140	CG5589	3237391	3226341	7227.FBpp0305034	7227.FBpp0074936	0	0	0	0	0.798	0	0	0	0.798
RpI1	CG1785	3232310	3224439	7227.FBpp0086640	7227.FBpp0071193	0	0	0	0	0.734	0	0	0.271	0.798
CG1234	CG4554	3229452	3224719	7227.FBpp0081117	7227.FBpp0071744	0	0	0	0	0.793	0	0	0.050	0.795
NHP2	Dbp45A	3237470	3232790	7227.FBpp0305289	7227.FBpp0087645	0	0	0	0	0.747	0.201	0	0.062	0.794
Nopp140	CG7006	3237391	3231013	7227.FBpp0305034	7227.FBpp0084082	0	0	0	0	0.791	0.048	0	0	0.792
Dbp45A	CG1542	3232790	3231566	7227.FBpp0087645	7227.FBpp0085119	0	0	0	0	0.747	0.195	0	0.065	0.792
Surf6	CG7338	3230594	3227894	7227.FBpp0083263	7227.FBpp0077998	0	0	0	0	0.792	0	0	0	0.792
nclb	Rtc1	3232663	3225685	7227.FBpp0087323	7227.FBpp0073651	0	0	0	0	0.790	0	0	0	0.790
Nopp140	CG13773	3237391	3228394	7227.FBpp0305034	7227.FBpp0079000	0	0	0	0	0.783	0.067	0	0	0.789
Nop60B	Dbp45A	3233535	3232790	7227.FBpp0099583	7227.FBpp0087645	0.071	0	0	0	0.443	0.160	0	0.569	0.788
Nop60B	Rtc1	3233535	3225685	7227.FBpp0099583	7227.FBpp0073651	0	0	0	0	0.389	0	0	0.666	0.787
RIOK2	CG12499	3231069	3230802	7227.FBpp0084191	7227.FBpp0083688	0	0	0	0	0.145	0.068	0	0.755	0.787
CG9799	Nnp-1	3230047	3228921	7227.FBpp0082231	7227.FBpp0080052	0	0	0	0	0.785	0.050	0	0	0.787
CG5114	Nnp-1	3236629	3228921	7227.FBpp0301081	7227.FBpp0080052	0	0	0	0	0.556	0	0.540	0	0.787
Nopp140	ppan	3237391	3230664	7227.FBpp0305034	7227.FBpp0083415	0	0	0	0	0.723	0.250	0	0.049	0.785
CG11180	Surf6	3231781	3230594	7227.FBpp0085566	7227.FBpp0083263	0	0	0	0	0.769	0.102	0	0	0.784
RpI1	Aatf	3232310	3228359	7227.FBpp0086640	7227.FBpp0078929	0	0	0	0	0.783	0	0	0	0.783
Dbp45A	CG11417	3232790	3223926	7227.FBpp0087645	7227.FBpp0070205	0	0	0	0	0.746	0.154	0	0.070	0.783
Mys45A	Fib	3232816	3224793	7227.FBpp0087709	7227.FBpp0071892	0	0	0	0	0.759	0.139	0	0	0.783
CG32409	CG4554	3227244	3224719	7227.FBpp0076738	7227.FBpp0071744	0	0	0	0	0.259	0	0	0.715	0.780
CG5033	CG11180	3233132	3231781	7227.FBpp0088519	7227.FBpp0085566	0	0	0	0	0.780	0	0	0	0.780
CG13773	Fib	3228394	3224793	7227.FBpp0079000	7227.FBpp0071892	0	0	0	0	0.756	0.101	0	0.074	0.779
Surf6	CG2691	3230594	3225701	7227.FBpp0083263	7227.FBpp0073679	0	0	0	0	0.705	0	0	0.279	0.778
RpI1	CG5589	3232310	3226341	7227.FBpp0086640	7227.FBpp0074936	0	0	0	0	0.778	0	0	0	0.778
nclb	RIOK2	3232663	3231069	7227.FBpp0087323	7227.FBpp0084191	0	0	0	0	0.747	0	0	0.157	0.777
eRF1	CG11583	3237123	3225400	7227.FBpp0304202	7227.FBpp0073098	0	0	0	0	0.775	0	0	0	0.775
Nnp-1	l(1)G0004	3228921	3227373	7227.FBpp0080052	7227.FBpp0076990	0	0	0	0	0.775	0	0	0	0.775
CG1234	l(1)G0004	3229452	3227373	7227.FBpp0081117	7227.FBpp0076990	0	0	0	0	0.743	0.144	0	0.046	0.772
Surf6	nop5	3230594	3228392	7227.FBpp0083263	7227.FBpp0078997	0	0	0	0	0.769	0.049	0	0	0.771
CG12050	CG12909	3234323	3232700	7227.FBpp0113107	7227.FBpp0087437	0	0	0	0	0.770	0	0	0	0.770
CG11180	CG32409	3231781	3227244	7227.FBpp0085566	7227.FBpp0076738	0	0	0	0	0.765	0.050	0	0	0.767
nclb	Surf6	3232663	3230594	7227.FBpp0087323	7227.FBpp0083263	0	0	0	0	0.766	0	0	0.046	0.767
CG13097	CG13773	3228527	3228394	7227.FBpp0079305	7227.FBpp0079000	0	0	0	0	0.766	0	0	0	0.766
RIOK2	CG8939	3231069	3225845	7227.FBpp0084191	7227.FBpp0073943	0	0	0	0	0.761	0	0	0.064	0.766
CG13773	CG32344	3228394	3225102	7227.FBpp0079000	7227.FBpp0072475	0	0	0	0	0.763	0.049	0	0	0.765
NHP2	Rtc1	3237470	3225685	7227.FBpp0305289	7227.FBpp0073651	0	0	0	0	0.609	0.335	0	0.168	0.765
NHP2	CG12301	3237470	3226533	7227.FBpp0305289	7227.FBpp0075317	0	0	0	0	0.613	0.367	0	0.114	0.764
RpI1	l(1)G0004	3232310	3227373	7227.FBpp0086640	7227.FBpp0076990	0	0	0	0	0.763	0	0	0	0.763
CG12050	ppan	3234323	3230664	7227.FBpp0113107	7227.FBpp0083415	0	0	0	0	0.762	0	0	0	0.762
CG12909	Fib	3232700	3224793	7227.FBpp0087437	7227.FBpp0071892	0	0	0	0	0.760	0	0	0	0.760
CG5728	ppan	3230983	3230664	7227.FBpp0084016	7227.FBpp0083415	0	0	0	0	0.726	0.100	0	0.104	0.760
l(2)09851	RIOK2	3231685	3231069	7227.FBpp0085379	7227.FBpp0084191	0	0	0	0	0.745	0	0	0.093	0.759
CG12499	CG11417	3230802	3223926	7227.FBpp0083688	7227.FBpp0070205	0	0	0	0	0.758	0	0	0	0.758
CG5114	CG1542	3236629	3231566	7227.FBpp0301081	7227.FBpp0085119	0	0	0	0	0.482	0	0.540	0	0.751
ppan	CG9799	3230664	3230047	7227.FBpp0083415	7227.FBpp0082231	0	0	0	0	0.747	0	0	0.058	0.751
CG5114	l(1)G0004	3236629	3227373	7227.FBpp0301081	7227.FBpp0076990	0	0	0	0	0.459	0	0	0.559	0.751
CG7006	Surf6	3231013	3230594	7227.FBpp0084082	7227.FBpp0083263	0	0	0	0	0.728	0.066	0	0.095	0.750
CG7006	CG13097	3231013	3228527	7227.FBpp0084082	7227.FBpp0079305	0	0	0	0	0.750	0	0	0	0.750
Nopp140	nclb	3237391	3232663	7227.FBpp0305034	7227.FBpp0087323	0	0	0	0	0.742	0	0	0.070	0.750
RIOK2	pit	3231069	3230741	7227.FBpp0084191	7227.FBpp0083572	0	0	0	0	0.732	0.049	0	0.095	0.749
CG7006	CG12499	3231013	3230802	7227.FBpp0084082	7227.FBpp0083688	0	0	0	0	0.614	0.100	0	0.334	0.748
CG9143	l(1)G0004	3231810	3227373	7227.FBpp0085616	7227.FBpp0076990	0	0	0	0	0.711	0.162	0	0.046	0.748
CG5114	Dbp45A	3236629	3232790	7227.FBpp0301081	7227.FBpp0087645	0	0	0	0	0.747	0.048	0	0	0.748
CG12499	CG13773	3230802	3228394	7227.FBpp0083688	7227.FBpp0079000	0	0	0	0	0.747	0	0	0	0.747
nclb	CG12499	3232663	3230802	7227.FBpp0087323	7227.FBpp0083688	0	0	0	0	0.747	0	0	0	0.747
CG5114	CG9799	3236629	3230047	7227.FBpp0301081	7227.FBpp0082231	0	0	0	0	0.731	0	0	0.097	0.746
CG12909	CG10576	3232700	3227292	7227.FBpp0087437	7227.FBpp0076827	0	0	0	0	0.746	0	0	0	0.746
eRF1	nop5	3237123	3228392	7227.FBpp0304202	7227.FBpp0078997	0	0	0	0	0.745	0	0	0	0.745
CG1234	Fib	3229452	3224793	7227.FBpp0081117	7227.FBpp0071892	0	0	0	0	0.610	0.368	0	0	0.743
Surf6	CG9253	3230594	3229393	7227.FBpp0083263	7227.FBpp0080997	0	0	0	0	0.712	0.135	0	0.050	0.742
Nopp140	CG11417	3237391	3223926	7227.FBpp0305034	7227.FBpp0070205	0	0	0	0	0.691	0	0	0.193	0.740
CG10565	nop5	3236070	3228392	7227.FBpp0293954	7227.FBpp0078997	0	0	0	0	0.740	0	0	0	0.740
CG11180	Nnp-1	3231781	3228921	7227.FBpp0085566	7227.FBpp0080052	0	0	0	0	0.735	0.049	0	0	0.737
Nop60B	CG12499	3233535	3230802	7227.FBpp0099583	7227.FBpp0083688	0	0	0	0	0.347	0.613	0	0	0.736
CG32344	CG4554	3225102	3224719	7227.FBpp0072475	7227.FBpp0071744	0	0	0	0	0.709	0.128	0	0.045	0.736
ppan	CG10576	3230664	3227292	7227.FBpp0083415	7227.FBpp0076827	0	0	0	0	0.620	0	0	0.333	0.736
CG7338	CG12975	3227894	3227880	7227.FBpp0077998	7227.FBpp0077965	0	0	0	0	0.148	0.701	0	0	0.734
CG30349	CG10286	3232826	3229506	7227.FBpp0087731	7227.FBpp0081214	0	0	0	0	0.733	0	0	0	0.733
nop5	srl	3228392	3228180	7227.FBpp0078997	7227.FBpp0078586	0	0	0	0	0.732	0	0	0.046	0.733
RIOK2	CG1234	3231069	3229452	7227.FBpp0084191	7227.FBpp0081117	0	0	0	0	0.732	0	0	0	0.732
CG10576	Rtc1	3227292	3225685	7227.FBpp0076827	7227.FBpp0073651	0	0	0	0	0.729	0	0	0.046	0.731
CG1542	Rtc1	3231566	3225685	7227.FBpp0085119	7227.FBpp0073651	0	0	0	0	0.730	0	0	0	0.730
mod	Fib	3231626	3224793	7227.FBpp0085233	7227.FBpp0071892	0	0	0	0	0.539	0	0	0.438	0.729
CG1542	RIOK2	3231566	3231069	7227.FBpp0085119	7227.FBpp0084191	0	0	0	0	0.726	0	0	0.048	0.728
eRF1	l(1)G0004	3237123	3227373	7227.FBpp0304202	7227.FBpp0076990	0	0	0	0	0.728	0	0	0	0.728
NHP2	CG11180	3237470	3231781	7227.FBpp0305289	7227.FBpp0085566	0	0	0	0	0.580	0.246	0	0.201	0.725
CG1542	Csl4	3231566	3228793	7227.FBpp0085119	7227.FBpp0079813	0	0	0	0	0.725	0	0	0	0.725
CG11180	CG5728	3231781	3230983	7227.FBpp0085566	7227.FBpp0084016	0	0	0	0	0.702	0	0	0.096	0.719
RIOK2	CG32409	3231069	3227244	7227.FBpp0084191	7227.FBpp0076738	0	0	0	0	0.716	0	0	0	0.716
CG7006	CG10286	3231013	3229506	7227.FBpp0084082	7227.FBpp0081214	0	0	0	0	0.715	0	0	0	0.715
CG8939	CG4554	3225845	3224719	7227.FBpp0073943	7227.FBpp0071744	0	0	0	0	0.698	0	0	0.096	0.715
Csl4	CG32409	3228793	3227244	7227.FBpp0079813	7227.FBpp0076738	0	0	0	0	0.714	0	0	0	0.714
Csl4	l(1)G0004	3228793	3227373	7227.FBpp0079813	7227.FBpp0076990	0	0	0	0	0.713	0	0	0	0.713
